"Date"," General government debt, % of GDP: net JPY","General government debt, % of GDP: net GBP","General government balance, % of GDP: overall JPY"," General government balance, % of GDP: overall GBP","Main producer price index: %oya, 3mma GBP","Main producer price index: %oya, 3mma Japan"," Merchandise trade balance ratio change (sa): 3M/3M Japan"," Merchandise trade balance ratio change (sa): 3M/3M GBP"," Generic government bond returns: 5-year maturity Japan","Generic government bond returns: 5-year maturity GBP"
13-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
14-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
15-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
16-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
17-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
20-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
21-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
22-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
23-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
24-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
27-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
28-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
29-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
30-Jun-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
01-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
05-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
06-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
07-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
08-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.98968,N/A,N/A,N/A,N/A
11-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
12-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
13-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
14-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
15-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
18-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
19-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
20-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
21-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
22-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
25-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
26-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
27-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
28-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
29-Jul-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
01-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
02-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
03-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
04-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
05-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
08-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
09-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
10-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.89631,N/A,N/A,N/A,N/A
11-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
12-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
15-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
16-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
17-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
18-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
19-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
22-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
23-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
24-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
25-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
26-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
29-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
30-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
31-Aug-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
01-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
02-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
06-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
07-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
08-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.8023,N/A,N/A,N/A,N/A
09-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
12-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
13-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
14-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
15-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
16-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
19-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
20-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
21-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
22-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
23-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
26-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
27-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
28-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
29-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
30-Sep-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
03-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
04-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
05-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
06-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
07-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
10-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.67572,N/A,N/A,N/A,N/A
11-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
12-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
13-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
14-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
17-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
18-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
19-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
20-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
21-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
24-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
25-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
26-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
27-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
28-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
31-Oct-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
01-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
02-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
03-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
04-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
07-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
08-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
09-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
10-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.51672,N/A,N/A,N/A,N/A
11-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
14-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
15-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
16-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
17-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
18-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
21-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
22-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
23-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
25-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
28-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
29-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
30-Nov-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
01-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
02-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
05-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
06-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
07-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
08-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.35936,N/A,N/A,N/A,N/A
09-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
12-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
13-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
14-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
15-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
16-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
19-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
20-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
21-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
22-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
23-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
27-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
28-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
29-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
30-Dec-94,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
03-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
04-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
05-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
06-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
09-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
10-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.23369,N/A,N/A,N/A,N/A
11-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
12-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
13-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
16-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
17-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
18-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
19-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
20-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
23-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
24-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
25-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
26-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
27-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
30-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
31-Jan-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
01-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
02-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
03-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
06-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
07-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
08-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
09-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-1.13882,N/A,N/A,N/A,N/A
10-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
13-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
14-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
15-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
16-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
17-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
21-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
22-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
23-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
24-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
27-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
28-Feb-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
01-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
02-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
03-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
06-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
07-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
08-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
09-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.94478,N/A,N/A,N/A,N/A
10-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
13-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
14-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
15-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
16-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
17-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
20-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
21-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
22-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
23-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
24-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
27-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
28-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
29-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
30-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
31-Mar-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
03-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
04-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
05-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
06-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
07-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
10-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.78246,N/A,N/A,N/A,N/A
11-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.65289,N/A,N/A,N/A,N/A
12-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.65289,N/A,N/A,N/A,N/A
13-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.65289,N/A,N/A,N/A,N/A
17-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.65289,N/A,N/A,N/A,N/A
18-Apr-95,20.8,31.1,-2.24,-6.85,N/A,-0.65289,N/A,N/A,N/A,N/A
19-Apr-95,20.8,31.1,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
20-Apr-95,20.8,31.1,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
21-Apr-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
24-Apr-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
25-Apr-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
26-Apr-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
27-Apr-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
28-Apr-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
01-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
02-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
03-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
04-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
05-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
08-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
09-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
10-May-95,25,35.4,-3.54,-5.41,N/A,-0.65289,N/A,N/A,N/A,N/A
11-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
12-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
15-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
16-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
17-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
18-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
19-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
22-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
23-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
24-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
25-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
26-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
30-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
31-May-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
01-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
02-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
05-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
06-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
07-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
08-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62104,N/A,N/A,N/A,N/A
09-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
12-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
13-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
14-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
15-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
16-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
19-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
20-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
21-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
22-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
23-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
26-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
27-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
28-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
29-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
30-Jun-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
03-Jul-95,25,35.4,-3.54,-5.41,N/A,-0.62217,N/A,N/A,N/A,N/A
