"Date"," General government debt, % of GDP: net JPY","General government debt, % of GDP: net GBP","General government balance, % of GDP: overall JPY"," General government balance, % of GDP: overall GBP","Main producer price index: %oya, 3mma GBP","Main producer price index: %oya, 3mma Japan"," Merchandise trade balance ratio change (sa): 3M/3M Japan"," Merchandise trade balance ratio change (sa): 3M/3M GBP"," Generic government bond returns: 5-year maturity Japan","Generic government bond returns: 5-year maturity GBP"
01-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.45209,-0.76378,N/A,0.40688
02-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.45209,-0.76378,N/A,-0.0289
05-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.45209,-0.76378,N/A,0.04117
06-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.45209,-0.76378,N/A,0.57586
07-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.45209,-0.76378,N/A,0.07182
08-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.45209,-0.76378,N/A,0.40216
09-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.78185,0.44872,-0.76378,N/A,-0.31847
12-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.47438,0.44872,-0.76378,N/A,0.22506
13-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.47438,0.44872,-0.76378,N/A,-0.11686
14-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.47438,0.44872,-0.76378,N/A,0.00145
15-Dec-11,130.594,72.852,-10.31,-8.473,8.06349,1.47438,0.44872,-0.76378,N/A,-0.22412
16-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.44872,-0.76378,N/A,0.33659
19-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.44872,-0.76378,N/A,-0.14672
20-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.44872,-0.76378,N/A,-0.21704
21-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.14846
22-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.0635
23-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.02566
27-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.00989
28-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.0594
29-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.27509
30-Dec-11,130.594,72.852,-10.31,-8.473,7.74099,1.47438,0.42325,-0.76378,N/A,0.0231
03-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,-0.33065
04-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,-0.06736
05-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,0.00262
06-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,0.19009
09-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,0.20436
10-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,-0.255
11-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,0.27257
12-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,-0.01758
13-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.47438,0.42325,-0.76378,N/A,0.21457
17-Jan-12,138.985,76.887,-9.141,-7.012,7.74099,1.06254,0.42325,-0.76378,N/A,-0.05546
18-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.42325,-0.76378,N/A,-0.0782
19-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.42325,-0.76378,N/A,-0.11115
20-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.42325,-0.76378,N/A,-0.12962
23-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.42325,-0.76378,N/A,-0.34668
24-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.42325,-0.76378,N/A,-0.07397
25-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,0.14975
26-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,0.33903
27-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,0.14164
30-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,0.20733
31-Jan-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,0.09599
01-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,-0.22292
02-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,-0.18345
03-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,-0.32209
06-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,-0.01526
07-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,-0.21078
08-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,1.06254,0.39814,-0.89072,N/A,0.18714
09-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,0.71905,0.39814,0.68465,N/A,0.10027
10-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,0.71905,0.39814,0.68465,N/A,0.58998
13-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,0.71905,-0.8399,0.68465,N/A,0.03518
14-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,0.71905,-0.8399,0.68465,N/A,0.15445
15-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,0.71905,-0.8399,0.68465,N/A,0.01367
16-Feb-12,138.985,76.887,-9.141,-7.012,6.84237,0.71905,-0.8399,0.68465,N/A,-0.17835
17-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.8399,0.68465,N/A,-0.29316
21-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.08365
22-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.30482
23-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.19576
24-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.11702
27-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.19965
28-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,-0.05313
29-Feb-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,-0.22975
01-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,-0.3726
02-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.42917
05-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,-0.21295
06-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,0.03308
07-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86738,0.68465,N/A,-0.08298
08-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86627,0.68465,N/A,0.01093
09-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.71905,-0.86627,0.68465,N/A,-0.01592
12-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.40903,-0.86627,0.68465,N/A,0.17641
13-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.40903,-0.86627,0.68465,N/A,-0.2957
14-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.40903,-0.86627,0.68465,N/A,-0.63464
15-Mar-12,138.985,76.887,-9.141,-7.012,5.84447,0.40903,-0.86627,0.68465,-0.31709,-0.04257
16-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.86627,0.68465,0.05794,-0.24623
19-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.86627,0.68465,0.06729,0.12878
20-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.86627,0.68465,0.00406,-0.03309
21-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.86627,0.68465,0.04102,0.17284
22-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.00063,0.14064
23-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.02498,0.1729
26-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.00395,-0.1421
27-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.00569,0.32069
28-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.09993,0.11023
29-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.0133,0.15202
30-Mar-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.00353,0.05761
02-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,-0.09555,-0.04821
03-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,-0.03542,0.10006
04-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.00068,-0.24917
05-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.07601,0.13539
09-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.00377,0.00962
10-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.40903,-0.93561,0.68465,0.21911,0.60982
11-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.27138,-0.93561,0.68465,0.01911,-0.14807
12-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.27138,-0.93561,0.68465,-0.0091,-0.04235
13-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.27138,-0.93561,0.68465,0.02882,0.22516
16-Apr-12,138.985,76.887,-9.141,-7.012,4.85345,0.27138,-0.93561,0.68465,0.03112,-0.02725
17-Apr-12,135.19,84.226,-9.986,-7.952,4.85345,0.27138,-0.93561,0.68465,0.00651,-0.28615
18-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.93561,0.68465,-0.03391,-0.27476
19-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,0.68465,0.02771,-0.20063
20-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,0.68465,0.03275,-0.18112
23-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,0.68465,0.08381,0.22361
24-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,0.68465,-0.04688,0.07874
25-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,-0.00359,0.0727
26-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,-0.0013,0.17037
27-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.11383,-0.15908
30-Apr-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.00285,-0.1461
01-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.00285,0.00848
02-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.00155,0.27268
03-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.00285,0.00811
04-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.00285,0.15028
07-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.06447,0.00895
08-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,-0.05908,0.27479
09-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.06978,0.02597
10-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,-0.05175,-0.32431
11-May-12,135.19,84.226,-9.986,-7.952,4.11796,0.27138,-0.929,1.17542,0.06351,0.18613
14-May-12,135.19,84.226,-9.986,-7.952,4.11796,-0.03139,-0.929,1.17542,0.00282,0.33013
15-May-12,135.19,84.226,-9.986,-7.952,4.11796,-0.03139,-0.929,-0.28231,-0.02915,0.01539
16-May-12,135.19,84.226,-9.986,-7.952,4.11796,-0.03139,-0.929,-0.28231,0.0042,0.17214
17-May-12,135.19,84.226,-9.986,-7.952,4.11796,-0.03139,0.04151,-0.28231,0.01851,0.14375
18-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.04151,-0.28231,0.00423,0.18052
21-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.04151,-0.28231,0.01398,-0.03738
22-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.04151,-0.28231,0.01709,-0.13034
23-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.00633,0.3953
24-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,-0.03724,0.04815
25-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.00447,0.1107
29-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.08201,-0.1905
30-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.00436,0.48665
31-May-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.05769,0.24489
01-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.05609,0.01601
04-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,-0.0209,0.00645
05-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,-0.09828,0.00645
06-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.00429,-0.42673
07-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.05351,-0.28231,0.0933,-0.36588
08-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.03139,0.0535,-0.28231,0.03308,0.30397
11-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.43574,0.0535,-0.28231,-0.05263,-0.06801
12-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.43574,0.0535,-0.28231,0.06634,-0.31163
13-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.43574,0.0535,-0.28231,0.00383,-0.11815
14-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.43574,0.0535,-0.28231,-0.04853,-0.001
15-Jun-12,135.19,84.226,-9.986,-7.952,3.47354,-0.43574,0.0535,-0.28231,0.00403,0.41763
18-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.0407,0.11564
19-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.0649,-0.04167
20-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,-0.03254,-0.11922
21-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.01372,0.24099
22-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,-0.01292,-0.22998
25-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.00411,0.20224
26-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.02839,-0.02412
27-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.00115,-0.01218
28-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,-0.00647,0.18332
29-Jun-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,-0.0309,-0.33058
02-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.02684,0.14799
03-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.02378,-0.3283
05-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,-0.00008,0.46777
06-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.04404,0.26394
09-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-0.43574,0.0535,-0.28231,0.04489,0.09201
10-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-1.00759,0.0535,-0.28231,0,-0.05917
11-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-1.00759,0.0535,-0.28231,0.03401,0.11456
12-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-1.00759,0.0535,-0.28231,0.05165,0.07921
13-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-1.00759,0.0535,-0.28231,-0.03186,-0.00343
16-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-1.00759,0.0535,-0.28231,0.0022,0.16444
17-Jul-12,135.19,84.226,-9.986,-7.952,2.67949,-1.00759,0.0535,-0.28231,0.00137,0.09729
18-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.0535,-0.28231,0.02103,0.24386
19-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.0535,-0.28231,0.00153,-0.17751
20-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.0535,-0.28231,0.00031,0.22213
23-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.0535,-0.28231,0.03544,0.09844
24-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.0535,-0.28231,-0.03189,0.03549
25-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,0.02981,0.07682
26-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,-0.04164,-0.1774
27-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,0.00314,-0.24994
30-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,-0.09015,-0.02505
31-Jul-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,-0.00033,0.29516
01-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,0.00369,-0.10412
02-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,0.04353,0.29551
03-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,0.06804,-0.39804
06-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,-0.01199,0.21623
07-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,-0.08032,-0.31447
08-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.00759,0.03172,-0.43702,-0.03302,0.00359
09-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.47637,0.03172,-0.378,-0.01152,-0.14286
10-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.47637,0.03172,-0.378,0.00269,0.32635
13-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.47637,0.03422,-0.378,0.02155,-0.08144
14-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.47637,0.03422,-0.378,0.0023,-0.15701
15-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.47637,0.03422,-0.378,-0.07465,-0.29287
16-Aug-12,135.19,84.226,-9.986,-7.952,1.74526,-1.47637,0.03422,-0.378,-0.16476,-0.04458
17-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.00441,0.12165
20-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.04188,0.00229
21-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.04194,-0.301
22-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.0139,0.25832
23-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.01635,0.16122
24-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.00412,0.25041
27-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.05014,0.00733
28-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,-0.00067,0.17303
29-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.02101,-0.11325
30-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,-0.0108,0.22997
31-Aug-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.00384,0.01636
04-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,-0.00769,0.08863
05-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.02543,-0.05148
06-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,-0.03071,-0.2558
07-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03422,-0.378,0.00353,0.14385
10-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.47637,0.03361,-0.378,0.01473,-0.23036
11-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.8111,0.03361,-0.378,0.00652,-0.06502
12-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.8111,0.03361,-0.378,0.0035,-0.48005
13-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.8111,0.03361,-0.378,-0.07608,0.10291
14-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.8111,0.03361,-0.378,0.00393,-0.61135
17-Sep-12,135.19,84.226,-9.986,-7.952,1.01982,-1.8111,0.03361,-0.378,0.00262,0.09917
18-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.00513,0.14519
19-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,-0.01166,0.19578
20-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.06468,0.14138
21-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.00271,-0.15779
24-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.02296,0.1038
25-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.00172,0.0254
26-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.0265,0.50919
27-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,-0.00228,-0.11987
28-Sep-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.0036,0.07735
01-Oct-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.03911,-0.12809
02-Oct-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.00225,0.14693
03-Oct-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,0.02538,0.16222
04-Oct-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,-0.0303,-0.01614
05-Oct-12,135.19,84.226,-9.986,-7.952,0.91893,-1.8111,0.03361,-0.378,-0.00984,-0.2523
09-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,0.0173,-0.0147
10-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,0.01793,-0.24326
11-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,0.02471,-0.04137
12-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,-0.02443,0.22266
15-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,0.00228,-0.10295
16-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,0.0041,-0.30621
17-Oct-12,135.425,83.701,-10.034,-8.246,0.91893,-1.8111,0.03361,-0.378,-0.01211,-0.4404
18-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,0.02156,-0.378,-0.0861,-0.01321
19-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,0.02156,-0.378,0.0277,0.14948
22-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.378,0.01032,-0.08802
23-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.378,-0.00296,0.30571
24-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.378,0.02067,-0.08646
25-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,-0.01144,-0.23178
26-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.00381,0.20593
29-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.00253,0.28509
31-Oct-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.00379,-0.09301
01-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.00358,-0.08868
02-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,-0.01299,0.08558
05-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.02673,0.23132
06-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.01798,0.0534
07-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.00424,0.26462
08-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,-0.26198,0.03275,-0.05094
09-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.8111,-0.05915,0.29893,0.017,0.07747
13-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.44634,-0.26903,0.29893,0.0046,-0.03693
14-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.44634,-0.26903,0.29893,-0.00616,-0.14444
15-Nov-12,135.425,83.701,-10.034,-8.246,1.24437,-1.44634,-0.26903,0.29893,0.03104,0.01303
